Y_e,L_e,rev_e,K_e,I_e,Z_e,P_e,Lam_e,V_e,D_e,q_e,a_e
0.000819025664733242,0.000391237847516102,0.000629874241007355,0.0014373504885179,-1.28593194520799e-05,1.73290314105755e-06,1.6330472893733e-05,-4.12763129342686e-07,0.001900989108095,0.000369732877958523,-0.000504091016528041,0.000113686837721616
0.000674025307871862,0.000321973073589887,0.000518361264483458,0.00122334788263423,-1.4229392486631e-05,1.4566705872493e-06,1.3727322073831e-05,-3.46966830266915e-07,0.00159505857305842,0.000307891472293542,-0.00043666632371242,7.105427357601e-05
0.000558278370813237,0.000266682275680497,0.000429345721664753,0.00103923889683899,-1.41262263235464e-05,1.22613725509792e-06,1.15548300040347e-05,-2.92055706063721e-07,0.00134079906329632,0.000257339597855871,-0.000375683251315206,4.44089209850063e-05
0.000464707277213483,0.000221984588140212,0.000357384580397468,0.000881615988377771,-1.32509484065957e-05,1.03313532619307e-06,9.73602507847726e-06,-2.46084250310474e-07,0.00112860360983369,0.000215687667028952,-0.000321645743515453,2.77555756156289e-05
0.000388285429572366,0.000185478871089162,0.000298612120202324,0.000747140483293718,-1.20187290042206e-05,8.71170161901441e-07,8.20970334558524e-06,-2.07505493898807e-07,0.000950954107088009,0.000181156473097271,-0.000274416398707733,1.73472347597681e-05
0.000325361540730484,0.000155420952408614,0.000250220307305482,0.000632704071552359,-1.06695841874116e-05,7.35008194547443e-07,6.92654489065081e-06,-1.75072844665891e-07,0.000801872535406645,0.00015239256711766,-0.000233527065630179,1.0842021724855e-05
0.000273222861770561,0.000130514987422448,0.000210122893694265,0.00053550071726205,-9.33707469014111e-06,6.20385994780197e-07,5.84637215506056e-06,-1.47770789160617e-07,0.000676541633634287,0.000128346009142438,-0.000198362105701233,6.7762635780344e-06
0.000229809963649075,0.000109777213813056,0.000176736069041894,0.00045304707545557,-8.09077538105329e-06,5.23800243694764e-07,4.93617068297869e-06,-1.24764865772065e-07,0.000571037108845651,0.000108188166223461,-0.000168263754464548,4.2351647362715e-06
0.00019352813577167,9.24458591878285e-05,0.000148833416193983,0.000383174525801167,-6.96242377434819e-06,4.4235263907226e-07,4.16862755381331e-06,-1.05364723057555e-07,0.000482134315231697,9.12554377869856e-05,-0.000142590216978045,2.64697796016969e-06
0.000163120772270875,7.7920659359576e-05,0.000125448538490058,0.000324006678377176,-5.96192912927229e-06,3.73632827174036e-07,3.52102815892597e-06,-8.89962349370776e-08,0.000407165497337658,7.70099445898953e-05,-0.000120745423586088,1.65436122510606e-06
0.000137582854470075,6.57215300517988e-05,0.000105808523183648,0.000273930513377874,-5.08709612528913e-06,3.15628220265603e-07,2.97440634355883e-06,-7.51800194320751e-08,0.000343912034112215,6.50114612890107e-05,-0.000102192088909714,1.03397576569128e-06
0.000116100637564287,5.54597560147307e-05,8.92875572954255e-05,0.000231565835412617,-4.3294638429614e-06,2.66653254039906e-07,2.51287774488684e-06,-6.35145894767319e-08,0.000290521430024171,5.48969182667391e-05,-8.64551934852686e-05,6.46234853557053e-07
9.8008681764461e-05,4.6817465364668e-05,7.53738822807382e-05,0.000195735612464887,-3.67775373663615e-06,2.25293022870256e-07,2.12310862390819e-06,-5.36629261027599e-08,0.000245442199747536,4.63650922608305e-05,-7.31202047303814e-05,4.03896783473158e-07
8.27585407547904e-05,3.95326724700884e-05,6.36457137906943e-05,0.000165438505520754,-3.11985443110507e-06,1.90357783851763e-07,1.79388712251427e-06,-4.53416424406328e-08,0.000207371986965299,3.91649270484185e-05,-6.18286228022402e-05,2.52435489670724e-07
6.98954264024554e-05,3.33881309883544e-05,5.37532955935394e-05,0.000139824151353718,-2.64391840276712e-06,1.60845844811644e-07,1.51577352858201e-06,-3.83121437907974e-08,0.000175215687413299,3.30864499938632e-05,-5.22723723734853e-05,1.57772181044202e-07
5.9040442077718e-05,2.82028469552054e-05,4.54052360551183e-05,0.000118171335590223,-2.2389258718114e-06,1.35913036746968e-07,1.28081259120894e-06,-3.23733559959294e-08,0.000148051288977769,2.79535874131986e-05,-4.41879107281329e-05,9.86076131526265e-08
4.98767894064889e-05,2.3825489931073e-05,3.83579003980783e-05,9.98689605336001e-05,-1.89493453262024e-06,1.14847437661554e-07,1.08229532469473e-06,-2.73557053676043e-08,0.000125101772463942,2.36184002730955e-05,-3.7350528372837e-05,6.16297582203915e-08
4.21388750734275e-05,2.01291894629807e-05,3.24070332550219e-05,8.43995949142418e-05,-1.60314884556367e-06,9.70483386326937e-08,9.1456078865626e-07,-2.31161079167208e-08,0.000105711846031475,1.99564049827849e-05,-3.15690824825854e-05,3.85185988877447e-08
3.56035822532963e-05,1.70073655618164e-05,2.73810459361368e-05,7.13253431339211e-05,-1.35589000282987e-06,8.20086726140493e-08,7.72830502482336e-07,-1.95337843678089e-08,8.93285844254521e-05,1.68627391689824e-05,-2.66812649613035e-05,2.40741243048404e-08
3.0083192477881e-05,1.43703475705692e-05,2.31355729679583e-05,6.02757606280591e-05,-1.14651517879594e-06,6.93002930544223e-08,6.53069713196786e-07,-1.65067539636965e-08,7.54852554756269e-05,1.42489965210268e-05,-2.2549427807661e-05,1.50463276905253e-08
2.54195904633159e-05,1.21426058862784e-05,1.95490152985478e-05,5.0937552070307e-05,-9.69314686849465e-07,5.85616130718489e-08,5.51870910858732e-07,-1.39488895989359e-08,6.37877697444722e-05,1.20405989200156e-05,-1.90569453920597e-05,9.4039548065783e-09
2.1479483270026e-05,1.0260468215062e-05,1.65188635772306e-05,4.30458097782083e-05,-8.19403442375854e-07,4.94872095706603e-08,4.66355859929379e-07,-1.17874421334818e-08,5.39033029420821e-05,1.01746050296947e-05,-1.61050716727118e-05,5.87747175411144e-09
1.81504329767046e-05,8.67022443257204e-06,1.39586470698783e-05,3.63765746762557e-05,-6.92615725467194e-07,4.18190692162007e-08,3.94093103150972e-07,-9.96095483873916e-09,4.5550726992083e-05,8.59787673859747e-06,-1.36102414279859e-05,3.67341984631965e-09
1.53375495380859e-05,7.32654680535294e-06,1.17953902913914e-05,3.07405280159934e-05,-5.85407800735016e-07,3.53392102117947e-08,3.33028431165339e-07,-8.4175062475822e-09,3.84925523473356e-05,7.2655411416378e-06,-1.15017628095071e-05,2.29588740394978e-09
1.29607244838681e-05,6.19116856487301e-06,9.96748557302585e-06,2.59776468565232e-05,-4.94770345194073e-07,2.98634594258357e-08,2.81426239645555e-07,-7.11322789559432e-09,3.25281366730934e-05,6.13969797924607e-06,-9.71985064690539e-06,1.43492962746861e-09
1.09523110006782e-05,5.23177571321032e-06,8.42290892200115e-06,2.19526790976587e-05,-4.181511447654e-07,2.52362013040269e-08,2.37820043991199e-07,-6.01105343278618e-09,2.7487956972827e-05,5.18833181981093e-06,-8.21395399686065e-06,8.96831017167883e-10
9.25517457206482e-06,4.42107583908946e-06,7.1177208602613e-06,1.8551314291182e-05,-3.53387705792629e-07,2.1325945139157e-08,2.00970706742964e-07,-5.0796629125216e-09,2.32287762003125e-05,4.38439558622661e-06,-6.94133627532345e-06,5.60519385729927e-10
7.82105259877763e-06,3.73601453018679e-06,6.0148048853792e-06,1.56769444230598e-05,-2.9864901879284e-07,1.80215821406551e-08,1.6983116468694e-07,-4.29259117140646e-09,1.96295631402776e-05,3.70503783006515e-06,-5.86587129625116e-06,3.50324616081204e-10
6.60917252215398e-06,3.15711526849283e-06,5.08280473410228e-06,1.32479245058548e-05,-2.52385539856181e-07,1.52292242887667e-08,1.43516638906327e-07,-3.62747465398883e-09,1.65880471980628e-05,3.13095082607462e-06,-4.95702329583736e-06,2.18952885050753e-10
