Y_e,L_e,rev_e,K_e,I_e,Z_e,P_e,Lam_e,V_e,D_e,q_e,a_e
0.000997237416624719,0.000476367270456413,0.000766928544425061,0.00167085147675161,-9.10918401383909e-06,4.29312521732853e-06,4.14761726263979e-05,-1.04833674552385e-06,0.00224066143199764,0.00044145168182641,-0.000572618636882627,0.000181898940354586
0.000813309861897205,0.000388507483261691,0.000625478485015707,0.00142498502490396,-1.30582298962789e-05,3.59973090947874e-06,3.47772433954008e-05,-8.79017031940599e-07,0.00187417682309388,0.000365562323758867,-0.000500638279190113,0.000113686837721616
0.000668812373126881,0.000319482922845282,0.000514352240765015,0.00121213503528783,-1.43814340100301e-05,3.02387754291117e-06,2.92138851353263e-05,-7.38399599797823e-07,0.0015714734368073,0.000304193848369189,-0.000433458615092808,7.10542735760102e-05
0.000553551346955006,0.000264424238210936,0.000425710389228673,0.00102912090028262,-1.42414790483547e-05,2.54363727697146e-06,2.45742514969338e-05,-6.21129897182549e-07,0.00132008290462249,0.000254067645819478,-0.000372729308118491,4.44089209850064e-05
0.000460441811926948,0.000219947031163348,0.000354104211020001,0.000872524434876176,-1.33373713379348e-05,2.14186180571424e-06,2.06926715384803e-05,-5.23020485365677e-07,0.00111043256125321,0.000212797749949756,-0.00031894507835617,2.7755575615629e-05
0.000384452684063286,0.000183648018690252,0.000295664535318929,0.000739001321156341,-1.2082621065751e-05,1.80492533871472e-06,1.7437505578477e-05,-4.40744087337741e-07,0.000935036261774158,0.000178608460731505,-0.000271962181636276,1.73472347597681e-05
0.000321930296870554,0.000153781892095972,0.000247581498517113,0.000625441194480381,-1.07159362025822e-05,1.52185574620566e-06,1.47027511303577e-05,-3.7162142252356e-07,0.000787945626085751,0.000150149717903336,-0.000231308247613637,1.08420217248551e-05
0.000270161035265781,0.000129052392948581,0.000207768186474611,0.000529038504366808,-9.36984144514486e-06,1.28372124384192e-06,1.24021176225453e-05,-3.13471441582003e-07,0.000664370737689879,0.000126374834588855,-0.000196364982122721,6.77626357803442e-06
0.000227085674840977,0.000108475856682055,0.000174640946240312,0.000447312147882739,-8.11308809095523e-06,1.0831877154862e-06,1.04647496637078e-05,-2.64503229430169e-07,0.000560412399063459,0.000106458274664684,-0.000166473111422039,4.23516473627152e-06
0.000191110450180831,9.12909624034008e-05,0.000146974087552487,0.000378096918613346,-6.97675739469439e-06,9.141919120291e-07,8.83206979473972e-06,-2.23236203300559e-07,0.000472868879581867,8.97393600865493e-05,-0.00014099016478808,2.6469779601697e-06
0.000160980194629956,7.68981334183794e-05,0.000123802320581512,0.000319520577311661,-5.97023497142524e-06,7.71694865541947e-07,7.45539620616853e-06,-1.88439899351245e-07,0.000399093249474625,7.56829467336018e-05,-0.000119319994829059,1.65436122510606e-06
0.000135691639320812,6.48181213113719e-05,0.000104354078276803,0.000269974669827366,-5.09090749009622e-06,6.51492019351427e-07,6.29410839225741e-06,-1.59087608420094e-07,0.000336885732021841,6.38513493664283e-05,-0.000100925658936712,1.03397576569129e-06
0.000114432964201217,5.46631302616452e-05,8.80050278960764e-05,0.000228083745830165,-4.32998046301369e-06,5.50064363785338e-07,5.314208962659e-06,-1.34320024658408e-07,0.000284410815265979,5.38838409883113e-05,-8.53327671569426e-05,6.46234853557056e-07
9.65407298675336e-05,4.6116243943739e-05,7.42449492976416e-05,0.000192675527869834,-3.6759094414196e-06,4.64459894638364e-07,4.48717840562107e-06,-1.13416299241109e-07,0.00024013226487174,4.54813453917846e-05,-7.21276026985906e-05,4.0389678347316e-07
8.14684943961641e-05,3.89164341978443e-05,6.26535996164357e-05,0.000162753321105047,-3.11637144689847e-06,3.92197987711396e-07,3.78905124320816e-06,-9.57706894899601e-08,0.000202761374458404,3.83947632454917e-05,-6.09525928088051e-05,2.52435489670725e-07
6.87634275082782e-05,3.28473899226522e-05,5.28827283147182e-05,0.000137471214176177,-2.63935095448642e-06,3.31191444019607e-07,3.19966290507345e-06,-8.08735228785551e-08,0.000171215220013288,3.24158966563126e-05,-5.15006451028421e-05,1.57772181044203e-07
5.80485093569783e-05,2.77290136686537e-05,4.46423871036661e-05,0.000116112199060936,-2.23369519286587e-06,2.79682406794865e-07,2.70203061814023e-06,-6.82955491049242e-08,0.000144582628497147,2.73702743768534e-05,-4.350921521179e-05,9.8607613152627e-08
4.90087148486973e-05,2.34108220689144e-05,3.76903049529309e-05,9.80691072263173e-05,-1.88935695735748e-06,2.36189336363241e-07,2.2818411277159e-06,-5.76749914493746e-08,0.000122096202209043,2.31113985147968e-05,-3.67545784479839e-05,6.16297582203919e-08
4.13801070939801e-05,1.97667359235765e-05,3.18235003747835e-05,8.28281436946465e-05,-1.5974583247591e-06,1.99462913024959e-07,1.92702467183281e-06,-4.87067789434192e-08,0.000103109170514593,1.95160769646263e-05,-3.10465431018203e-05,3.85185988877449e-08
3.49411022267931e-05,1.66909075181576e-05,2.68715636062566e-05,6.99547523002053e-05,-1.35025611910922e-06,1.68449223193409e-07,1.62739932019207e-06,-4.11335568939464e-08,8.70761391142949e-05,1.64806010304053e-05,-2.62237050474567e-05,2.40741243048406e-08
2.95053895905673e-05,1.40943386887638e-05,2.26912118560518e-05,5.90815354508667e-05,-1.1410575308235e-06,1.42258936042597e-07,1.37437318736833e-06,-3.47381597931573e-08,7.35370188378326e-05,1.39175920053081e-05,-2.2149264714888e-05,1.50463276905254e-08
2.49161384202612e-05,1.19021134302733e-05,1.9161833935244e-05,4.98979625755958e-05,-9.64114344248479e-07,1.20141439094099e-07,1.16069455591283e-06,-2.93372960369354e-08,6.21035696166672e-05,1.17533846873963e-05,-1.87073847565111e-05,9.40395480657835e-09
2.10412213199618e-05,1.00511162137717e-05,1.61818168580297e-05,4.21416226767946e-05,-8.14512039898352e-07,1.01463099141247e-07,9.80241852244212e-07,-2.47762387273198e-08,5.24481093018281e-05,9.92584684342268e-06,-1.58000454512086e-05,5.87747175411147e-09
1.77692529008677e-05,8.48813969606121e-06,1.36654993441176e-05,3.55908018681017e-05,-6.88062656517552e-07,8.56889679854561e-08,8.2784690602633e-07,-2.09243591342556e-08,4.42940233940092e-05,8.38255590171477e-06,-1.33443461531879e-05,3.67341984631967e-09
1.50062896273617e-05,7.16830827873771e-06,1.15406338242474e-05,3.00581929975063e-05,-5.81205883309899e-07,7.23673730020774e-08,6.9914607736532e-07,-1.7671363483629e-08,3.74077786373661e-05,7.07927049725665e-06,-1.12701994970932e-05,2.29588740394979e-09
1.26730710616751e-05,6.05376028744997e-06,9.7462648118718e-06,2.53855695389049e-05,-4.9092026277453e-07,6.11169287349084e-08,5.90454775517557e-07,-1.49241214941753e-08,3.15921959792576e-05,5.97864675533355e-06,-9.51836733686928e-06,1.43492962746862e-09
1.07027077089761e-05,5.11254348545265e-06,8.23095073232416e-06,2.14392789554818e-05,-4.146449064657e-07,5.16155835832838e-08,4.98661638426157e-07,-1.26039912951015e-08,2.66807804418789e-05,5.04915859433908e-06,-8.03879156197063e-06,8.96831017167889e-10
9.03873938429278e-06,4.31768758080153e-06,6.95127070438062e-06,1.81064313380386e-05,-3.5021132388513e-07,4.35913792631859e-08,4.21139258688363e-07,-1.06445636749442e-08,2.25329394245577e-05,4.26418866064648e-06,-6.78917787122479e-06,5.60519385729931e-10
7.63350234778137e-06,3.64642422834294e-06,5.87056878009751e-06,1.5291677221585e-05,-2.95784563564272e-07,3.68146529840935e-08,3.55668848484036e-07,-8.98975727192663e-09,1.90299487119461e-05,3.60126232554214e-06,-5.73379562707199e-06,3.50324616081207e-10
6.44675461014543e-06,3.07953035627584e-06,4.95789673249369e-06,1.29144842431206e-05,-2.49812700692242e-07,3.1091455781479e-08,3.00376653772361e-07,-7.59221174817526e-09,1.60715483197293e-05,3.04140185114488e-06,-4.84246173237945e-06,2.18952885050754e-10
